CONTENTID,CONTENTTYPEID,TITLE,ADDR1,ADDR2,AREACODE,CAT1,CAT2,CAT3,CREATEDTIME,FIRSTIMAGE,FIRSTIMAGE2,MAPX,MAPY,MLEVEL,MODIFIEDTIME,SIGUNGUCODE,ZIPCODE,TEL,DATA_CONNO,OPERT_TPCD,OCCRR_DTM,CNTCT_BGN_DTM,CNTCT_PRCES_DTM,CNTCT_PRCES_STCD,TRNSA_ID
2688214,39,열화숯불갈비,전라남도 해남군 해남읍 해남로 38,NULL,38,A05,A0502,A05020100,2.02011E+13,http://tong.visitkorea.or.kr/cms/resource/79/2701479_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/2701479_image2_1.jpg,126.611221,34.57082627,6,2.02103E+13,23,59038,061-535-1250,3932,I,2.02111E+13,NULL,NULL,N,NULL
134958,39,영광오리탕,광주광역시 북구 경양로119번길 18,NULL,5,A05,A0502,A05020100,2.00503E+13,http://tong.visitkorea.or.kr/cms/resource/32/1892732_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/1892732_image3_1.jpg,126.9061972,35.1620563,6,2.02007E+13,4,61252,062-524-0443,3933,I,2.02111E+13,NULL,NULL,N,NULL
133226,39,영광정메밀국수,강원도 양양군 강현면 진미로 446,NULL,32,A05,A0502,A05020100,2.00402E+13,http://tong.visitkorea.or.kr/cms/resource/49/1842749_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/1842749_image3_1.jpg,128.5761203,38.12249166,6,2.02103E+13,7,25006,033-673-5254,3934,I,2.02111E+13,NULL,NULL,N,NULL
858810,39,영남식당,대구광역시 서구 와룡로66길 55-1,NULL,4,A05,A0502,A05020100,2.00911E+13,http://tong.visitkorea.or.kr/cms/resource/42/1897042_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/1897042_image3_1.jpg,128.5438341,35.86224213,6,2.02007E+13,6,41843,053-555-0933,3935,I,2.02111E+13,NULL,NULL,N,NULL
704478,39,영남식당,충청북도 보은군 속리산면 법주사로 254-1,NULL,33,A05,A0502,A05020100,2.00903E+13,http://tong.visitkorea.or.kr/cms/resource/56/712856_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/712856_image3_1.jpg,127.8217463,36.53065284,6,2.02111E+13,3,28908,043-543-3924,3936,I,2.02111E+13,NULL,NULL,N,NULL
2679113,39,영남해장국,경상북도 안동시 태화중앙로 76,NULL,35,A05,A0502,A05020100,2.0201E+13,http://tong.visitkorea.or.kr/cms/resource/21/2677121_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2677121_image2_1.jpg,128.7128994,36.55918551,6,2.02103E+13,11,36676,054-841-8885,3937,I,2.02111E+13,NULL,NULL,N,NULL
2685656,39,영덕대게,강원도 강릉시 창해로 473,NULL,32,A05,A0502,A05020100,2.02011E+13,http://tong.visitkorea.or.kr/cms/resource/52/2709752_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2709752_image2_1.jpg,128.9101639,37.80272138,6,2.02103E+13,1,25460,033-644-6606,3938,I,2.02111E+13,NULL,NULL,N,NULL
2687785,39,영덕대게횟집,강원도 강릉시 창해로 461,NULL,32,A05,A0502,A05020100,2.02011E+13,http://tong.visitkorea.or.kr/cms/resource/29/2685029_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/2685029_image2_1.jpg,128.9109694,37.80191037,6,2.02103E+13,1,25460,033-644-2476,3939,I,2.02111E+13,NULL,NULL,N,NULL
134287,39,영동식당,강원도 인제군 남면 신남로58번길 17,NULL,32,A05,A0502,A05020100,2.00402E+13,http://tong.visitkorea.or.kr/cms/resource/95/1813995_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/1813995_image3_1.jpg,128.0813617,37.967278,6,2.02006E+13,10,24649,033-461-6118,3940,I,2.02111E+13,NULL,NULL,N,NULL
624979,39,영동횟집,강원도 고성군 현내면 대진항길 91,NULL,32,A05,A0502,A05020100,2.00809E+13,http://tong.visitkorea.or.kr/cms/resource/02/589102_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/589102_image3_1.jpg,128.4251445,38.49915038,6,2.02109E+13,2,24704,033-682-3455,3941,I,2.02111E+13,NULL,NULL,N,NULL
133381,39,영등포복집,서울특별시 영등포구 영등포로42길 10-1,NULL,1,A05,A0502,A05020100,2.00402E+13,http://tong.visitkorea.or.kr/cms/resource/42/1808442_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/1808442_image3_1.jpg,126.90659,37.51865019,6,2.02109E+13,20,7302,02-2678-3467,3942,I,2.02111E+13,NULL,NULL,N,NULL
2742073,39,영란횟집,전라남도 목포시 번화로 42-1,(만호동),38,A05,A0502,A05020100,2.02109E+13,http://tong.visitkorea.or.kr/cms/resource/34/2742434_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/2742434_image2_1.jpg,126.3840775,34.78615945,NULL,2.02109E+13,8,58753,NULL,3943,I,2.02111E+13,NULL,NULL,N,NULL
853787,39,영빈관,부산광역시 중구 광복로97번길 17,NULL,6,A05,A0502,A05020100,2.00911E+13,http://tong.visitkorea.or.kr/cms/resource/75/1902275_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/1902275_image3_1.jpg,129.0349121,35.10016196,6,2.0211E+13,15,48951,051-246-0328,3944,I,2.02111E+13,NULL,NULL,N,NULL
2574074,39,영빈관,경상남도 통영시 도남로 282,(도남동),36,A05,A0502,A05020100,2.01812E+13,NULL,NULL,128.4323718,34.82638444,6,2.02005E+13,17,53079,055-646-8028,3945,I,2.02111E+13,NULL,NULL,N,NULL
133735,39,영빈관,전라남도 영암군 영암읍 웃시암길 8,NULL,38,A05,A0502,A05020100,2.00312E+13,http://tong.visitkorea.or.kr/cms/resource/30/1973630_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/1973630_image3_1.jpg,126.6985133,34.80176566,6,2.0211E+13,17,58415,061-473-2143,3946,I,2.02111E+13,NULL,NULL,N,NULL
134956,39,영빈관,광주광역시 서구 풍암순환로128번길 75,NULL,5,A05,A0502,A05020100,2.00503E+13,http://tong.visitkorea.or.kr/cms/resource/45/1943645_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/1943645_image3_1.jpg,126.8853776,35.12861528,6,2.02106E+13,5,62060,062-384-6000,3947,I,2.02111E+13,NULL,NULL,N,NULL
625790,39,영빈관횟집,강원도 동해시 한섬로 135-3,NULL,32,A05,A0502,A05020100,2.00809E+13,http://tong.visitkorea.or.kr/cms/resource/04/590704_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/590704_image3_1.jpg,129.1180456,37.52309662,6,2.02111E+13,3,25769,033-533-8585,3948,I,2.02111E+13,NULL,NULL,N,NULL
2741573,39,영빈루,경기도 평택시 탄현로 341,(신장동),31,A05,A0502,A05020400,2.02109E+13,http://tong.visitkorea.or.kr/cms/resource/66/2759066_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/66/2759066_image2_1.png,127.0565942,37.08277559,NULL,2.0211E+13,28,17753,NULL,3949,I,2.02111E+13,NULL,NULL,N,NULL
1607134,39,영빈회관,전라북도 순창군 순창읍 순창로 222,NULL,37,A05,A0502,A05020100,2.01204E+13,NULL,NULL,127.1433375,35.37469464,6,2.02002E+13,7,56041,063-653-0885,3950,I,2.02111E+13,NULL,NULL,N,NULL
2742153,39,영사정 민물장어 직판장,경기도 김포시 고촌읍 금포로 301,NULL,31,A05,A0502,A05020100,2.02109E+13,http://tong.visitkorea.or.kr/cms/resource/07/2742607_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2742607_image2_1.jpg,126.7830376,37.60964296,6,2.02109E+13,8,10124,NULL,3951,I,2.02111E+13,NULL,NULL,N,NULL
1853086,39,영생곱창,대구광역시 남구 대명로36길 64,NULL,4,A05,A0502,A05020100,2.0131E+13,http://tong.visitkorea.or.kr/cms/resource/76/1852376_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/1852376_image3_1.jpg,128.5743655,35.83679002,6,2.0211E+13,1,42487,053-629-7308,3952,I,2.02111E+13,NULL,NULL,N,NULL
1349053,39,영성식당(영성횟집),전라남도 고흥군 도양읍 비봉로 200,NULL,38,A05,A0502,A05020100,2.01108E+13,NULL,NULL,127.1370149,34.52373474,6,2.02111E+13,2,59558,061-842-3914,3953,I,2.02111E+13,NULL,NULL,N,NULL
2574086,39,영성횟집,경상남도 통영시 해송정4길 1,"(동호동),2층",36,A05,A0502,A05020100,2.01812E+13,NULL,NULL,128.4294577,34.84408241,6,2.02005E+13,17,53051,055-643-7956,3954,I,2.02111E+13,NULL,NULL,N,NULL
2689385,39,영스낵,서울특별시 노원구 한글비석로 245,NULL,1,A05,A0502,A05020100,2.02011E+13,http://tong.visitkorea.or.kr/cms/resource/29/2685129_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/2685129_image2_1.jpg,127.0763958,37.6495908,6,2.02103E+13,9,1743,02-931-2523,3955,I,2.02111E+13,NULL,NULL,N,NULL
2674666,39,영심(Osim),경기도 평택시 팽성읍 안정로 154,NULL,31,A05,A0502,A05020900,2.0201E+13,http://tong.visitkorea.or.kr/cms/resource/17/2674617_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2674617_image2_1.jpg,127.0577084,36.96696953,6,2.02103E+13,28,17988,031-651-3957,3956,I,2.02111E+13,NULL,NULL,N,NULL
132878,39,영안반점,광주광역시 동구 충장로 45-13,NULL,5,A05,A0502,A05020400,2.00402E+13,http://tong.visitkorea.or.kr/cms/resource/55/1892655_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/1892655_image3_1.jpg,126.9135857,35.1507577,6,2.0211E+13,3,61481,"062-223-6098, 062-225-9555",3957,I,2.02111E+13,NULL,NULL,N,NULL
2689393,39,영양센타,서울특별시 중구 명동2길 52,NULL,1,A05,A0502,A05020100,2.02011E+13,http://tong.visitkorea.or.kr/cms/resource/07/2685107_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2685107_image2_1.jpg,126.9831485,37.56117162,6,2.02102E+13,24,4535,02-776-2015,3958,I,2.02111E+13,NULL,NULL,N,NULL
2736691,39,영양숯불갈비 경주점,경상북도 경주시 봉황로 79,(서부동),35,A05,A0502,A05020100,2.02108E+13,http://tong.visitkorea.or.kr/cms/resource/66/2736766_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/2736766_image2_1.jpg,129.210001,35.8466452,6,2.02108E+13,2,38144,NULL,3959,I,2.02111E+13,NULL,NULL,N,NULL
2747335,39,영양쌀밥옥이,경기도 광주시 곤지암읍 광여로 835-13,NULL,31,A05,A0502,A05020100,2.02109E+13,http://tong.visitkorea.or.kr/cms/resource/94/2750594_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/94/2750594_image2_1.png,127.4053457,37.38695779,6,2.02109E+13,5,12720,NULL,3960,I,2.02111E+13,NULL,NULL,N,NULL
2572372,39,영웅이네밥상,울산광역시 북구 산하중앙2로 87-33,울산안전체험관 지하1층(정자동),7,A05,A0502,A05020100,2.01812E+13,NULL,NULL,129.4403179,35.61767258,NULL,2.02001E+13,4,44233,052-291-1191,3961,I,2.02111E+13,NULL,NULL,N,NULL
2504599,39,영월 박가네,강원도 영월군 영월읍 중앙로 149,NULL,32,A05,A0502,A05020100,2.01708E+13,http://tong.visitkorea.or.kr/cms/resource/48/2517648_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/2517648_image3_1.jpg,128.4774245,37.17923223,6,2.02108E+13,8,26229,033-375-6900,3962,I,2.02111E+13,NULL,NULL,N,NULL
2734923,39,영인산마루,충청남도 아산시 영인면 아산온천로 16-8,NULL,34,A05,A0502,A05020100,2.02108E+13,http://tong.visitkorea.or.kr/cms/resource/30/2735030_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2735030_image2_1.jpg,126.9592759,36.85268653,6,2.02108E+13,9,31432,NULL,3963,I,2.02111E+13,NULL,NULL,N,NULL
1374674,39,영일관,전라남도 광양시 옥곡면 신금산단5길 76,NULL,38,A05,A0502,A05020100,2.01108E+13,NULL,NULL,127.719097,34.97511075,6,2.02108E+13,4,57714,061-791-2231,3964,I,2.02111E+13,NULL,NULL,N,NULL
1985338,39,영일분식,서울특별시 영등포구 도림로141가길 34-1,NULL,1,A05,A0502,A05020100,2.01501E+13,http://tong.visitkorea.or.kr/cms/resource/34/1984534_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/1984534_image3_1.jpg,126.8896583,37.51630294,6,2.02007E+13,20,7288,02-2636-9817,3965,I,2.02111E+13,NULL,NULL,N,NULL
1762105,39,영주소백산능이버섯칼국수,경상북도 영주시 풍기읍 동양대로 39,NULL,35,A05,A0502,A05020100,2.01212E+13,NULL,NULL,128.529151,36.87439322,6,2.02109E+13,14,36023,054-638-2662,3966,I,2.02111E+13,NULL,NULL,N,NULL
1763173,39,영주청정한우식육식당,경상북도 영주시 가흥로2번길 223,NULL,35,A05,A0502,A05020100,2.01212E+13,NULL,NULL,128.5941253,36.7950452,6,2.02106E+13,14,36142,054-635-4600,3967,I,2.02111E+13,NULL,NULL,N,NULL
1852912,39,영주한우마을,경상북도 영주시 풍기읍 소백로 1931,NULL,35,A05,A0502,A05020100,2.0131E+13,http://tong.visitkorea.or.kr/cms/resource/20/1852720_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/1852720_image3_1.jpg,128.5359728,36.86948835,6,2.02109E+13,14,36038,054-635-9285,3968,I,2.02111E+13,NULL,NULL,N,NULL
2685657,39,영진떡갈비,강원도 강릉시 경강로2115번길 3,NULL,32,A05,A0502,A05020100,2.02011E+13,http://tong.visitkorea.or.kr/cms/resource/01/2684901_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2684901_image2_1.jpg,128.8977137,37.75611819,6,2.02103E+13,1,25531,010-9135-9715,3969,I,2.02111E+13,NULL,NULL,N,NULL
2687100,39,영진식당,강원도 철원군 갈말읍 삼부연로 4-1,NULL,32,A05,A0502,A05020100,2.02011E+13,NULL,NULL,127.3085991,38.14490674,6,2.02106E+13,12,24048,033-452-5630,3970,I,2.02111E+13,NULL,NULL,N,NULL
133497,39,영진횟집,강원도 강릉시 연곡면 해안로 1427,NULL,32,A05,A0502,A05020100,2.00309E+13,http://tong.visitkorea.or.kr/cms/resource/56/1813756_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/1813756_image3_1.jpg,128.8475037,37.86797371,6,2.02105E+13,1,25430,033-662-7979,3971,I,2.02111E+13,NULL,NULL,N,NULL
2573226,39,영천한우마을,울산광역시 동구 방어진순환도로 512,(방어동),7,A05,A0502,A05020100,2.01812E+13,NULL,NULL,129.4235119,35.48828403,NULL,2.0211E+13,3,44097,052-232-2323,3972,I,2.02111E+13,NULL,NULL,N,NULL
2687130,39,영풍가든,강원도 철원군 김화읍 학사길 32,NULL,32,A05,A0502,A05020100,2.02011E+13,NULL,NULL,127.4189498,38.24861887,6,2.02011E+13,12,24054,033-458-7761,3973,I,2.02111E+13,NULL,NULL,N,NULL
2679319,39,영호골부리,경상북도 안동시 맑은샘길 43-20,NULL,35,A05,A0502,A05020100,2.0201E+13,http://tong.visitkorea.or.kr/cms/resource/35/2677735_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2677735_image2_1.jpg,128.728223,36.56191326,6,2.02103E+13,11,36706,054-859-0457,3974,I,2.02111E+13,NULL,NULL,N,NULL
133588,39,영화산장,전라북도 완주군 경천면 구재길 364-4,NULL,37,A05,A0502,A05020100,2.00312E+13,http://tong.visitkorea.or.kr/cms/resource/55/1977955_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/1977955_image3_1.jpg,127.2912295,36.02894513,6,2.0211E+13,8,55302,063-262-3853,3975,I,2.02111E+13,NULL,NULL,N,NULL
133982,39,영화식당,충청북도 충주시 수안보면 물탕1길 11,NULL,33,A05,A0502,A05020100,2.00401E+13,http://tong.visitkorea.or.kr/cms/resource/65/1850865_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/1850865_image3_1.jpg,127.9904278,36.8474585,6,2.02104E+13,11,27497,NULL,3976,I,2.02111E+13,NULL,NULL,N,NULL
1828959,39,영흥반점,경상북도 문경시 상신로 6-1,NULL,35,A05,A0502,A05020400,2.01307E+13,http://tong.visitkorea.or.kr/cms/resource/51/1969851_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/1969851_image3_1.jpg,128.1983775,36.59514958,6,2.0211E+13,7,36971,054-555-2670,3977,I,2.02111E+13,NULL,NULL,N,NULL
800086,39,예가,충청남도 공주시 금벽로 535,(신관동),34,A05,A0502,A05020100,2.00909E+13,http://tong.visitkorea.or.kr/cms/resource/20/1876720_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/1876720_image3_1.jpg,127.1433172,36.46201524,6,2.02101E+13,1,32595,041-854-7900,3978,I,2.02111E+13,NULL,NULL,N,NULL
2578157,39,예가,경상남도 거제시 일운면 와현해변길 24-5,NULL,36,A05,A0502,A05020100,2.01812E+13,NULL,NULL,128.7052429,34.81363798,6,2.02005E+13,1,53329,055-681-1357,3979,I,2.02111E+13,NULL,NULL,N,NULL
2670660,39,예닮,경상북도 안동시 서후면 귀여리길 78-28,NULL,35,A05,A0502,A05020100,2.02009E+13,http://tong.visitkorea.or.kr/cms/resource/28/2670728_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/2670728_image2_1.jpg,128.6503123,36.59267773,6,2.02103E+13,11,36616,054-842-3131,3980,I,2.02111E+13,NULL,NULL,N,NULL
2689396,39,예담밥상 건대,서울특별시 광진구 동일로22길 13,NULL,1,A05,A0502,A05020100,2.02011E+13,http://tong.visitkorea.or.kr/cms/resource/90/2684690_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2684690_image2_1.jpg,127.0652499,37.54257803,6,2.02103E+13,6,5020,02-469-0072,3981,I,2.02111E+13,NULL,NULL,N,NULL
1909122,39,예담원,경상남도 산청군 단성면 지리산대로2897번길 10-4,NULL,36,A05,A0502,A05020100,2.01403E+13,NULL,NULL,127.9363701,35.27460865,6,2.02105E+13,9,52252,055-972-5888,3982,I,2.02111E+13,NULL,NULL,N,NULL
1850801,39,예당,부산광역시 중구 광복로 61-1,NULL,6,A05,A0502,A05020100,2.0131E+13,NULL,NULL,129.0318901,35.09933145,6,2.02005E+13,15,48952,051-245-0058,3983,I,2.02111E+13,NULL,NULL,N,NULL
801718,39,예당가든,충청남도 예산군 대흥면 예당긍모로 359,NULL,34,A05,A0502,A05020100,2.00909E+13,http://tong.visitkorea.or.kr/cms/resource/30/1894230_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/1894230_image3_1.jpg,126.8140116,36.63588672,6,2.02107E+13,11,32449,041-333-4473,3984,I,2.02111E+13,NULL,NULL,N,NULL
1907942,39,예당큰집,충청남도 홍성군 장곡면 무한로 957-24,NULL,34,A05,A0502,A05020100,2.01403E+13,NULL,NULL,126.7423385,36.49401289,6,2.02109E+13,15,32299,041-642-3833,3985,I,2.02111E+13,NULL,NULL,N,NULL
2671162,39,예미정,경상북도 안동시 옹정골길 111,NULL,35,A05,A0502,A05020100,2.02009E+13,http://tong.visitkorea.or.kr/cms/resource/63/2671063_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2671063_image2_1.jpg,128.7416026,36.55213685,6,2.02103E+13,11,36753,054-822-0500,3986,I,2.02111E+13,NULL,NULL,N,NULL
2657954,39,예쁜돼지,서울특별시 금천구 벚꽃로 278,NULL,1,A05,A0502,A05020100,2.02006E+13,http://tong.visitkorea.or.kr/cms/resource/60/2661460_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2661460_image2_1.jpg,126.8846292,37.47953767,6,2.02104E+13,8,8511,02-3397-3299,3987,I,2.02111E+13,NULL,NULL,N,NULL
843443,39,예원,대구광역시 북구 원대로 119,NULL,4,A05,A0502,A05020400,2.0091E+13,http://tong.visitkorea.or.kr/cms/resource/89/1893789_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/1893789_image3_1.jpg,128.5823855,35.88820935,6,2.0211E+13,5,41589,053-354-9300,3988,I,2.02111E+13,NULL,NULL,N,NULL
1364558,39,예원,전라남도 구례군 마산면 화엄사로 381,NULL,38,A05,A0502,A05020100,2.01108E+13,NULL,NULL,127.4881326,35.24315712,6,2.02109E+13,5,57616,061-782-9917,3989,I,2.02111E+13,NULL,NULL,N,NULL
609952,39,예원,강원도 강릉시 회산로 301,NULL,32,A05,A0502,A05020100,2.00808E+13,http://tong.visitkorea.or.kr/cms/resource/56/1823256_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/1823256_image3_1.jpg,128.8628397,37.73680586,6,2.0211E+13,1,25598,033-647-1220,3990,I,2.02111E+13,NULL,NULL,N,NULL
2574317,39,예원,울산광역시 동구 명덕로 10,(서부동),7,A05,A0502,A05020400,2.01812E+13,NULL,NULL,129.4317103,35.52284141,NULL,2.02004E+13,3,44031,052-252-4477,3991,I,2.02111E+13,NULL,NULL,N,NULL
2636898,39,예원,경기도 시흥시 동서로811번길 31,(물왕동),31,A05,A0502,A05020100,2.01911E+13,http://tong.visitkorea.or.kr/cms/resource/67/2637267_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2637267_image2_1.jpg,126.8382527,37.38664208,6,2.02103E+13,14,14983,031-405-6776,3992,I,2.02111E+13,NULL,NULL,N,NULL
1310148,39,예이제 한정식,부산광역시 해운대구 해운대해변로298번길 29,NULL,6,A05,A0502,A05020100,2.01106E+13,NULL,NULL,129.1668989,35.16097982,6,2.0211E+13,16,48099,051-731-1100,3993,I,2.02111E+13,NULL,NULL,N,NULL
134393,39,예전,인천광역시 중구 월미문화로 43-2,(북성동1가),2,A05,A0502,A05020200,2.00312E+13,http://tong.visitkorea.or.kr/cms/resource/82/1924482_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/1924482_image3_1.jpg,126.5976417,37.4743943,6,2.02109E+13,10,22303,032-772-2256,3994,I,2.02111E+13,NULL,NULL,N,NULL
2757823,39,예전한정식,경기도 광주시 퇴촌면 천진암로 515-14,NULL,31,A05,A0502,A05020100,2.0211E+13,http://tong.visitkorea.or.kr/cms/resource/62/2764462_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/62/2764462_image2_1.png,127.3262784,37.46401687,6,2.0211E+13,5,12713,NULL,3995,I,2.02111E+13,NULL,NULL,N,NULL
2663549,39,예촌,충청북도 제천시 청풍면 청풍명월로 28,NULL,33,A05,A0502,A05020100,2.02007E+13,http://tong.visitkorea.or.kr/cms/resource/68/2668168_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/2668168_image2_1.jpg,128.16025,36.99615567,6,2.02103E+13,7,27214,043-647-3707,3996,I,2.02111E+13,NULL,NULL,N,NULL
1968826,39,예카페 (yeahcafe),서울특별시 종로구 서순라길 55,NULL,1,A05,A0502,A05020900,2.01411E+13,http://tong.visitkorea.or.kr/cms/resource/97/1968797_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/1968797_image2_1.jpg,126.9929917,37.57295098,6,2.0211E+13,23,3134,02-3672-1599,3997,I,2.02111E+13,NULL,NULL,N,NULL
2371879,39,예향,전라남도 강진군 강진읍 동성리 186-61,NULL,38,A05,A0502,A05020100,2.01603E+13,http://tong.visitkorea.or.kr/cms/resource/87/2371887_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2371887_image2_1.jpg,126.7746078,34.6396518,6,2.02108E+13,1,59231,061-433-5777,3998,I,2.02111E+13,NULL,NULL,N,NULL
2685281,39,예향막국수,강원도 강릉시 남부로 176,NULL,32,A05,A0502,A05020100,2.02011E+13,http://tong.visitkorea.or.kr/cms/resource/52/2684552_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2684552_image2_1.jpg,128.8998695,37.74270034,6,2.02103E+13,1,25610,0507-1324-2270,3999,I,2.02111E+13,NULL,NULL,N,NULL
134277,39,예향한정식,전라남도 나주시 나주천1길 79,NULL,38,A05,A0502,A05020100,2.00401E+13,http://tong.visitkorea.or.kr/cms/resource/39/1973639_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/1973639_image3_1.jpg,126.7147729,35.0300291,6,2.02006E+13,6,58257,061-333-1009,4000,I,2.02111E+13,NULL,NULL,N,NULL
2670423,39,예향회정식,전라남도 목포시 평화로 40,NULL,38,A05,A0502,A05020300,2.02009E+13,http://tong.visitkorea.or.kr/cms/resource/99/2666599_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2666599_image2_1.jpg,126.4299316,34.79485367,6,2.02103E+13,8,58750,061-262-9595,4001,I,2.02111E+13,NULL,NULL,N,NULL
2682879,39,옐로우머그,서울특별시 영등포구 당산로 172,NULL,1,A05,A0502,A05020900,2.02011E+13,http://tong.visitkorea.or.kr/cms/resource/14/2682714_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/2682714_image2_1.jpg,126.8987821,37.52958767,6,2.02103E+13,20,7220,02-2635-2228,4002,I,2.02111E+13,NULL,NULL,N,NULL
2687288,39,옛고을,강원도 철원군 동송읍 이평3로 41,NULL,32,A05,A0502,A05020100,2.02011E+13,NULL,NULL,127.2256329,38.19951827,6,2.02011E+13,12,24021,033-455-3021,4003,I,2.02111E+13,NULL,NULL,N,NULL
2766599,39,옛고을,경기도 남양주시 진접읍 광릉수목원로 150-23,NULL,31,A05,A0502,A05020100,2.02111E+13,http://tong.visitkorea.or.kr/cms/resource/50/2765450_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2765450_image2_1.jpg,127.1920713,37.74946461,6,2.02111E+13,9,12001,NULL,4004,I,2.02111E+13,NULL,NULL,N,NULL
2629590,39,옛고을순두부,강원도 속초시 원암학사평길 126,(노학동),32,A05,A0502,A05020100,2.0191E+13,http://tong.visitkorea.or.kr/cms/resource/22/2629622_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2629622_image2_1.jpg,128.5215893,38.20658082,6,2.02106E+13,5,24800,033-636-9937,4005,I,2.02111E+13,NULL,NULL,N,NULL
615573,39,옛골75,경기도 가평군 상면 수목원로 60,NULL,31,A05,A0502,A05020100,2.00808E+13,NULL,NULL,127.3692629,37.76916833,6,2.02108E+13,1,12448,031-585-7503,4006,I,2.02111E+13,NULL,NULL,N,NULL
2748906,39,옛골토성 과천점,경기도 과천시 중앙로 381,(과천동),31,A05,A0502,A05020100,2.02109E+13,http://tong.visitkorea.or.kr/cms/resource/30/2749030_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/30/2749030_image2_1.jpeg,126.9966671,37.4484905,6,2.02109E+13,3,13813,NULL,4007,I,2.02111E+13,NULL,NULL,N,NULL
132977,39,옛그집식당,경상북도 포항시 북구 중앙상가6길 2-1,NULL,35,A05,A0502,A05020100,2.00312E+13,http://tong.visitkorea.or.kr/cms/resource/64/1896164_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/1896164_image3_1.jpg,129.3637236,36.0394069,6,2.0211E+13,23,37735,054-242-5444,4008,I,2.02111E+13,NULL,NULL,N,NULL
134964,39,옛날경주숯불,경상북도 경주시 천북면 천강로 447,NULL,35,A05,A0502,A05020100,2.00503E+13,http://tong.visitkorea.or.kr/cms/resource/27/1896327_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/1896327_image3_1.jpg,129.2878891,35.92639045,6,2.02108E+13,2,38034,054-776-8301,4009,I,2.02111E+13,NULL,NULL,N,NULL
